stok_mutasi_id,produk_id,umkm_id,tipe_mutasi,jumlah_perubahan,stok_sebelum,stok_sesudah,referensi_tipe,referensi_id,catatan,created_by_akun_id,created_at
STK000153,PRD011858,UMK002963,ADJUSTMENT,40,138,178,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Sambal Bawang.,AKUN003213,2024-01-31 08:49:51
STK000154,PRD002864,UMK000742,ADJUSTMENT,-39,61,22,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Jahe Merah Instan.,AKUN000992,2025-10-18 11:19:49
STK000155,PRD018083,UMK004534,ADJUSTMENT,-38,91,53,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Krupuk Ikan.,AKUN004784,2025-12-31 15:11:38
STK000156,PRD012843,UMK003212,SALE,-2,8,6,PENJUALAN,PJL000156,Pengurangan stok karena penjualan Paket Catering Event.,AKUN003462,2026-05-05 23:05:45
STK000157,PRD010832,UMK002709,RESTOCK,159,111,270,PEMBELIAN_STOK,RST-00000157,Restock produk Kemeja Linen dari produksi/pembelian baru.,AKUN002959,2024-06-17 18:16:05
STK000158,PRD010045,UMK002511,SALE,-3,3,0,PENJUALAN,PJL000158,Pengurangan stok karena penjualan Anyaman Bambu.,AKUN002761,2025-05-08 12:08:53
STK000159,PRD009965,UMK002491,SALE,-2,66,64,PENJUALAN,PJL000159,Pengurangan stok karena penjualan Servis AC Rumahan.,AKUN002741,2025-01-15 20:46:51
STK000160,PRD005317,UMK001351,ADJUSTMENT,-25,154,129,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Dimsum Ayam.,AKUN001601,2026-03-04 04:57:53
STK000161,PRD007821,UMK001961,SALE,-2,92,90,PENJUALAN,PJL000161,Pengurangan stok karena penjualan Blouse Batik.,AKUN002211,2025-01-19 05:07:21
STK000162,PRD016907,UMK004237,SALE,-1,23,22,PENJUALAN,PJL000162,Pengurangan stok karena penjualan Landing Page UMKM.,AKUN004487,2025-03-13 02:21:02
STK000163,PRD009899,UMK002473,ADJUSTMENT,29,288,317,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Wedang Uwuh.,AKUN002723,2024-12-26 15:12:12
STK000164,PRD013406,UMK003358,SALE,-4,72,68,PENJUALAN,PJL000164,Pengurangan stok karena penjualan Konsultasi Pembukuan.,AKUN003608,2026-05-30 19:25:10
STK000165,PRD012274,UMK003070,SALE,-4,56,52,PENJUALAN,PJL000165,Pengurangan stok karena penjualan Totebag Kanvas.,AKUN003320,2025-12-05 09:49:29
STK000166,PRD004064,UMK001042,RESTOCK,36,70,106,PEMBELIAN_STOK,RST-00000166,Restock produk Katalog Interaktif dari produksi/pembelian baru.,AKUN001292,2024-02-16 12:51:07
STK000167,PRD010672,UMK002667,SALE,-4,202,198,PENJUALAN,PJL000167,Pengurangan stok karena penjualan Balm Aromaterapi.,AKUN002917,2024-09-21 11:12:12
STK000168,PRD004410,UMK001126,SALE,-2,45,43,PENJUALAN,PJL000168,Pengurangan stok karena penjualan Kerajinan Kayu.,AKUN001376,2024-10-30 10:21:51
STK000169,PRD009748,UMK002434,RESTOCK,8,91,99,PEMBELIAN_STOK,RST-00000169,Restock produk Bakpia Mini dari produksi/pembelian baru.,AKUN002684,2026-03-31 22:56:20
STK000170,PRD008565,UMK002146,RESTOCK,41,0,41,PEMBELIAN_STOK,RST-00000170,Restock produk Dompet Kulit dari produksi/pembelian baru.,AKUN002396,2025-12-19 03:08:29
STK000171,PRD013084,UMK003276,SALE,-1,116,115,PENJUALAN,PJL000171,Pengurangan stok karena penjualan Beras Organik.,AKUN003526,2026-04-09 10:20:45
STK000172,PRD008909,UMK002232,SALE,-2,116,114,PENJUALAN,PJL000172,Pengurangan stok karena penjualan Sari Lemon.,AKUN002482,2025-07-11 10:11:40
STK000173,PRD001912,UMK000499,SALE,-1,144,143,PENJUALAN,PJL000173,Pengurangan stok karena penjualan Sayur Hidroponik.,AKUN000749,2026-01-29 23:53:32
STK000174,PRD001188,UMK000319,ADJUSTMENT,-22,102,80,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pastel Frozen.,AKUN000569,2026-05-01 20:49:15
STK000175,PRD011188,UMK002800,RESTOCK,74,36,110,PEMBELIAN_STOK,RST-00000175,Restock produk Desain Marketplace dari produksi/pembelian baru.,AKUN003050,2024-05-27 10:20:55
STK000176,PRD000598,UMK000161,SALE,-2,6,4,PENJUALAN,PJL000176,Pengurangan stok karena penjualan Paket Catering Event.,AKUN000411,2025-05-10 01:23:03
STK000177,PRD014590,UMK003656,SALE,-2,683,681,PENJUALAN,PJL000177,Pengurangan stok karena penjualan Produk Reseller.,AKUN003906,2024-08-31 22:41:16
STK000178,PRD007540,UMK001894,SALE,-5,214,209,PENJUALAN,PJL000178,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN002144,2025-06-07 05:12:40
STK000179,PRD013202,UMK003307,SALE,-1,222,221,PENJUALAN,PJL000179,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN003557,2025-10-31 03:15:45
STK000180,PRD017768,UMK004454,RESTOCK,132,90,222,PEMBELIAN_STOK,RST-00000180,Restock produk Shampoo Herbal dari produksi/pembelian baru.,AKUN004704,2024-06-29 06:33:30
STK000181,PRD016991,UMK004259,RESTOCK,131,207,338,PEMBELIAN_STOK,RST-00000181,Restock produk Jamur Tiram dari produksi/pembelian baru.,AKUN004509,2025-07-03 01:13:23
STK000182,PRD000966,UMK000258,SALE,-7,87,80,PENJUALAN,PJL000182,Pengurangan stok karena penjualan Macrame Wall Hanging.,AKUN000508,2025-01-01 16:39:24
STK000183,PRD001461,UMK000383,RESTOCK,32,40,72,PEMBELIAN_STOK,RST-00000183,Restock produk Jasa Reparasi Tas dari produksi/pembelian baru.,AKUN000633,2025-01-02 06:00:20
STK000184,PRD003453,UMK000889,SALE,-3,66,63,PENJUALAN,PJL000184,Pengurangan stok karena penjualan Sandal Kulit.,AKUN001139,2024-08-18 06:50:46
STK000185,PRD001642,UMK000430,SALE,-1,96,95,PENJUALAN,PJL000185,Pengurangan stok karena penjualan Produk Rajut.,AKUN000680,2026-03-23 06:02:03
STK000186,PRD003497,UMK000902,SALE,-1,51,50,PENJUALAN,PJL000186,Pengurangan stok karena penjualan Dekorasi Rumah.,AKUN001152,2024-10-22 06:29:10
STK000187,PRD008966,UMK002247,SALE,-3,58,55,PENJUALAN,PJL000187,Pengurangan stok karena penjualan Keripik Singkong.,AKUN002497,2025-06-06 03:14:23
STK000188,PRD011685,UMK002920,SALE,-2,22,20,PENJUALAN,PJL000188,Pengurangan stok karena penjualan Frame Foto Kayu.,AKUN003170,2024-06-22 21:52:37
STK000189,PRD003456,UMK000891,SALE,-2,176,174,PENJUALAN,PJL000189,Pengurangan stok karena penjualan Produk Rajut.,AKUN001141,2026-03-20 14:39:25
STK000190,PRD015418,UMK003869,RESTOCK,30,95,125,PEMBELIAN_STOK,RST-00000190,Restock produk Kotak Hampers dari produksi/pembelian baru.,AKUN004119,2025-11-17 15:52:23
STK000191,PRD004275,UMK001092,SALE,-6,13,7,PENJUALAN,PJL000191,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN001342,2024-06-24 18:07:02
STK000192,PRD000882,UMK000237,SALE,-6,50,44,PENJUALAN,PJL000192,Pengurangan stok karena penjualan Mukena Travel.,AKUN000487,2024-12-12 02:24:31
STK000193,PRD006139,UMK001546,RESTOCK,40,47,87,PEMBELIAN_STOK,RST-00000193,Restock produk Jasa Reparasi Tas dari produksi/pembelian baru.,AKUN001796,2025-02-11 00:42:15
STK000194,PRD015023,UMK003762,SALE,-4,198,194,PENJUALAN,PJL000194,Pengurangan stok karena penjualan Aksesori HP.,AKUN004012,2026-01-15 19:35:42
STK000195,PRD018753,UMK004706,SALE,-4,162,158,PENJUALAN,PJL000195,Pengurangan stok karena penjualan Teh Herbal.,AKUN004956,2025-09-04 09:44:00
STK000196,PRD006608,UMK001666,SALE,-1,359,358,PENJUALAN,PJL000196,Pengurangan stok karena penjualan Paket Sembako.,AKUN001916,2024-03-15 10:08:35
STK000197,PRD005615,UMK001421,SALE,-1,60,59,PENJUALAN,PJL000197,Pengurangan stok karena penjualan Outer Tenun.,AKUN001671,2026-03-24 04:48:49
STK000198,PRD010828,UMK002708,SALE,-3,47,44,PENJUALAN,PJL000198,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN002958,2024-11-22 14:32:44
STK000199,PRD019651,UMK004928,RESTOCK,180,83,263,PEMBELIAN_STOK,RST-00000199,Restock produk Frame Foto Kayu dari produksi/pembelian baru.,AKUN005178,2025-02-13 14:52:20
STK000200,PRD005345,UMK001356,SALE,-1,72,71,PENJUALAN,PJL000200,Pengurangan stok karena penjualan Sirup Jahe.,AKUN001606,2024-01-24 02:59:39
STK000201,PRD006622,UMK001669,ADJUSTMENT,1,185,186,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Jamur Tiram.,AKUN001919,2026-04-15 00:27:06
STK000202,PRD016381,UMK004105,RESTOCK,24,152,176,PEMBELIAN_STOK,RST-00000202,Restock produk Lumpia Frozen dari produksi/pembelian baru.,AKUN004355,2025-10-03 01:44:44
STK000203,PRD018337,UMK004599,RESTOCK,18,94,112,PEMBELIAN_STOK,RST-00000203,Restock produk Dompet Kulit dari produksi/pembelian baru.,AKUN004849,2026-03-16 08:02:07
STK000204,PRD000008,UMK000002,ADJUSTMENT,-11,146,135,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka Donat.,AKUN000252,2024-09-04 15:03:35
STK000205,PRD019374,UMK004860,SALE,-1,109,108,PENJUALAN,PJL000205,Pengurangan stok karena penjualan Kacang Bawang.,AKUN005110,2025-08-22 19:21:53
STK000206,PRD016023,UMK004016,RESTOCK,87,50,137,PEMBELIAN_STOK,RST-00000206,Restock produk Minyak Rambut dari produksi/pembelian baru.,AKUN004266,2026-03-25 09:45:20
STK000207,PRD013470,UMK003373,ADJUSTMENT,-40,332,292,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Paket Snack Kantor.,AKUN003623,2024-07-02 13:17:00
STK000208,PRD016625,UMK004167,SALE,-2,294,292,PENJUALAN,PJL000208,Pengurangan stok karena penjualan Produk Reseller.,AKUN004417,2024-11-27 13:31:53
STK000209,PRD018654,UMK004682,ADJUSTMENT,-34,156,122,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Kacang Bawang.,AKUN004932,2024-03-24 19:16:43
STK000210,PRD007494,UMK001884,SALE,-2,300,298,PENJUALAN,PJL000210,Pengurangan stok karena penjualan Susu Kambing Bubuk.,AKUN002134,2025-01-08 01:36:39
STK000211,PRD003412,UMK000880,SALE,-4,63,59,PENJUALAN,PJL000211,Pengurangan stok karena penjualan Desain Label Produk.,AKUN001130,2025-03-20 20:58:11
STK000212,PRD008289,UMK002075,RESTOCK,144,0,144,PEMBELIAN_STOK,RST-00000212,Restock produk Jamur Tiram dari produksi/pembelian baru.,AKUN002325,2024-02-06 00:09:26
STK000213,PRD001121,UMK000300,RESTOCK,133,46,179,PEMBELIAN_STOK,RST-00000213,Restock produk Dekorasi Rumah dari produksi/pembelian baru.,AKUN000550,2025-11-27 15:56:32
STK000214,PRD008976,UMK002250,SALE,-1,80,79,PENJUALAN,PJL000214,Pengurangan stok karena penjualan Anyaman Bambu.,AKUN002500,2025-11-09 17:47:36
STK000215,PRD012990,UMK003252,SALE,-7,130,123,PENJUALAN,PJL000215,Pengurangan stok karena penjualan Beras Organik.,AKUN003502,2025-06-10 19:15:12
STK000216,PRD012305,UMK003078,SALE,-4,19,15,PENJUALAN,PJL000216,Pengurangan stok karena penjualan Souvenir Pernikahan.,AKUN003328,2024-08-18 05:36:01
STK000217,PRD006931,UMK001747,RESTOCK,123,145,268,PEMBELIAN_STOK,RST-00000217,Restock produk Pastel Frozen dari produksi/pembelian baru.,AKUN001997,2025-06-28 14:40:01
STK000218,PRD002888,UMK000749,SALE,-1,1,0,PENJUALAN,PJL000218,Pengurangan stok karena penjualan Landing Page UMKM.,AKUN000999,2025-03-29 17:21:10
STK000219,PRD013230,UMK003315,ADJUSTMENT,-39,124,85,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Kemeja Batik.,AKUN003565,2026-03-23 19:20:58
STK000220,PRD015356,UMK003852,SALE,-2,41,39,PENJUALAN,PJL000220,Pengurangan stok karena penjualan Dompet Kulit.,AKUN004102,2024-08-22 08:56:04
STK000221,PRD014142,UMK003543,SALE,-3,107,104,PENJUALAN,PJL000221,Pengurangan stok karena penjualan Kemeja Linen.,AKUN003793,2025-03-30 09:05:41
STK000222,PRD019057,UMK004780,RESTOCK,179,114,293,PEMBELIAN_STOK,RST-00000222,Restock produk Snack Mix dari produksi/pembelian baru.,AKUN005030,2025-07-09 11:29:54
STK000223,PRD017762,UMK004452,ADJUSTMENT,-16,41,25,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Servis Elektronik.,AKUN004702,2024-11-14 08:56:58
STK000224,PRD009185,UMK002303,SALE,-10,105,95,PENJUALAN,PJL000224,Pengurangan stok karena penjualan Telur Asin.,AKUN002553,2025-03-04 01:35:01
STK000225,PRD000623,UMK000167,SALE,-2,176,174,PENJUALAN,PJL000225,Pengurangan stok karena penjualan Face Mist Mawar.,AKUN000417,2025-12-25 11:44:57
STK000226,PRD016979,UMK004256,ADJUSTMENT,25,95,120,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Bumbu Pecel.,AKUN004506,2025-10-02 21:36:55
STK000227,PRD017803,UMK004463,RESTOCK,124,11,135,PEMBELIAN_STOK,RST-00000227,Restock produk Desain Feed dari produksi/pembelian baru.,AKUN004713,2025-08-29 17:26:36
STK000228,PRD015470,UMK003881,SALE,-2,89,87,PENJUALAN,PJL000228,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN004131,2025-04-19 21:46:35
STK000229,PRD001236,UMK000330,SALE,-2,139,137,PENJUALAN,PJL000229,Pengurangan stok karena penjualan Minyak Rambut.,AKUN000580,2025-11-02 13:48:54
STK000230,PRD015990,UMK004008,SALE,-7,75,68,PENJUALAN,PJL000230,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN004258,2025-12-31 01:59:56
STK000231,PRD019491,UMK004891,ADJUSTMENT,-21,30,9,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka Donat.,AKUN005141,2024-10-31 06:45:40
STK000232,PRD019574,UMK004912,SALE,-1,107,106,PENJUALAN,PJL000232,Pengurangan stok karena penjualan Kotak Hampers.,AKUN005162,2025-01-15 01:59:45
STK000233,PRD002080,UMK000542,SALE,-2,86,84,PENJUALAN,PJL000233,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN000792,2026-02-03 00:36:56
STK000234,PRD004396,UMK001122,SALE,-4,188,184,PENJUALAN,PJL000234,Pengurangan stok karena penjualan Batik Tulis.,AKUN001372,2024-02-09 11:32:30
STK000235,PRD017168,UMK004303,SALE,-2,315,313,PENJUALAN,PJL000235,Pengurangan stok karena penjualan Bundling Produk Rumah Tangga.,AKUN004553,2025-11-28 00:08:01
STK000236,PRD014372,UMK003604,RESTOCK,30,20,50,PEMBELIAN_STOK,RST-00000236,Restock produk Jasa Cleaning dari produksi/pembelian baru.,AKUN003854,2024-05-03 09:19:15
STK000237,PRD004679,UMK001193,ADJUSTMENT,20,20,40,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Kemeja Linen.,AKUN001443,2025-04-19 08:33:14
STK000238,PRD018311,UMK004591,SALE,-4,150,146,PENJUALAN,PJL000238,Pengurangan stok karena penjualan Serum Herbal.,AKUN004841,2025-01-27 08:48:59
STK000239,PRD005248,UMK001335,RESTOCK,149,264,413,PEMBELIAN_STOK,RST-00000239,Restock produk Krupuk Ikan dari produksi/pembelian baru.,AKUN001585,2024-02-16 17:50:57
STK000240,PRD006834,UMK001725,SALE,-2,35,33,PENJUALAN,PJL000240,Pengurangan stok karena penjualan Paket Dokumentasi Produk.,AKUN001975,2024-09-02 09:10:22
STK000241,PRD017401,UMK004362,SALE,-4,83,79,PENJUALAN,PJL000241,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN004612,2024-03-05 22:50:06
STK000242,PRD015968,UMK004003,SALE,-1,143,142,PENJUALAN,PJL000242,Pengurangan stok karena penjualan Peyek Kacang.,AKUN004253,2025-06-10 21:34:09
STK000243,PRD016725,UMK004194,SALE,-1,188,187,PENJUALAN,PJL000243,Pengurangan stok karena penjualan Abon Sapi.,AKUN004444,2024-05-20 05:13:16
STK000244,PRD016297,UMK004084,SALE,-1,132,131,PENJUALAN,PJL000244,Pengurangan stok karena penjualan Pempek Frozen.,AKUN004334,2024-02-15 00:26:37
STK000245,PRD016104,UMK004038,SALE,-2,857,855,PENJUALAN,PJL000245,Pengurangan stok karena penjualan Paket Hampers.,AKUN004288,2025-12-15 22:20:11
STK000246,PRD012452,UMK003117,SALE,-2,92,90,PENJUALAN,PJL000246,Pengurangan stok karena penjualan Template Invoice Digital.,AKUN003367,2025-07-13 06:11:25
STK000247,PRD002268,UMK000591,SALE,-3,146,143,PENJUALAN,PJL000247,Pengurangan stok karena penjualan Face Mist Mawar.,AKUN000841,2024-11-13 05:12:18
STK000248,PRD010447,UMK002610,SALE,-1,85,84,PENJUALAN,PJL000248,Pengurangan stok karena penjualan Produk Rajut.,AKUN002860,2026-02-04 01:05:59
STK000249,PRD014416,UMK003615,RESTOCK,175,296,471,PEMBELIAN_STOK,RST-00000249,Restock produk Serundeng Kelapa dari produksi/pembelian baru.,AKUN003865,2026-02-04 22:54:06
STK000250,PRD015332,UMK003846,SALE,-1,16,15,PENJUALAN,PJL000250,Pengurangan stok karena penjualan Batik Tulis.,AKUN004096,2024-08-05 02:24:21
STK000251,PRD016491,UMK004132,RESTOCK,19,82,101,PEMBELIAN_STOK,RST-00000251,Restock produk Hijab Motif dari produksi/pembelian baru.,AKUN004382,2025-07-03 08:19:25
STK000252,PRD007506,UMK001886,SALE,-1,134,133,PENJUALAN,PJL000252,Pengurangan stok karena penjualan Sirup Jahe.,AKUN002136,2024-12-11 15:52:26
STK000253,PRD001326,UMK000351,SALE,-1,76,75,PENJUALAN,PJL000253,Pengurangan stok karena penjualan Desain Label Produk.,AKUN000601,2024-03-24 00:49:43
STK000254,PRD017402,UMK004363,SALE,-4,27,23,PENJUALAN,PJL000254,Pengurangan stok karena penjualan Jasa Cleaning.,AKUN004613,2024-04-09 13:12:15
STK000255,PRD016074,UMK004032,SALE,-4,117,113,PENJUALAN,PJL000255,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN004282,2026-03-04 19:43:29
STK000256,PRD002239,UMK000585,SALE,-3,172,169,PENJUALAN,PJL000256,Pengurangan stok karena penjualan Hair Tonic Herbal.,AKUN000835,2024-04-17 13:59:06
STK000257,PRD005670,UMK001434,CANCEL_SALE,2,115,117,PENJUALAN,PJL000257,Stok kembali karena pembatalan penjualan Jamur Tiram.,AKUN001684,2025-09-13 20:27:46
STK000258,PRD013143,UMK003290,SALE,-2,162,160,PENJUALAN,PJL000258,Pengurangan stok karena penjualan Snack Mix.,AKUN003540,2025-01-19 19:15:57
STK000259,PRD016529,UMK004141,SALE,-2,66,64,PENJUALAN,PJL000259,Pengurangan stok karena penjualan Kursus Privat.,AKUN004391,2025-03-07 09:16:58
STK000260,PRD013263,UMK003322,SALE,-3,34,31,PENJUALAN,PJL000260,Pengurangan stok karena penjualan Tas Ecoprint.,AKUN003572,2024-05-16 12:46:08
STK000261,PRD019875,UMK004986,ADJUSTMENT,-8,246,238,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Kopi Robusta.,AKUN005236,2024-11-03 14:25:27
STK000262,PRD009932,UMK002483,SALE,-1,25,24,PENJUALAN,PJL000262,Pengurangan stok karena penjualan Video Promosi.,AKUN002733,2024-04-09 21:17:57
STK000263,PRD009343,UMK002340,SALE,-8,29,21,PENJUALAN,PJL000263,Pengurangan stok karena penjualan Nasi Box.,AKUN002590,2025-05-07 11:10:13
STK000264,PRD018246,UMK004577,SALE,-5,33,28,PENJUALAN,PJL000264,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN004827,2024-04-25 22:55:38
STK000265,PRD012156,UMK003037,SALE,-2,96,94,PENJUALAN,PJL000265,Pengurangan stok karena penjualan Pastel Frozen.,AKUN003287,2025-07-17 12:16:06
STK000266,PRD004011,UMK001030,ADJUSTMENT,-40,215,175,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pempek Frozen.,AKUN001280,2025-08-08 13:47:33
STK000267,PRD000433,UMK000115,SALE,-2,17,15,PENJUALAN,PJL000267,Pengurangan stok karena penjualan Video Promosi.,AKUN000365,2024-05-30 12:05:57
STK000268,PRD017761,UMK004452,SALE,-1,1,0,PENJUALAN,PJL000268,Pengurangan stok karena penjualan Jasa Admin Marketplace.,AKUN004702,2026-05-16 07:25:32
STK000269,PRD004641,UMK001183,SALE,-1,63,62,PENJUALAN,PJL000269,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN001433,2026-02-12 23:52:56
STK000270,PRD012553,UMK003143,SALE,-6,28,22,PENJUALAN,PJL000270,Pengurangan stok karena penjualan Anyaman Bambu.,AKUN003393,2024-09-08 20:09:55
STK000271,PRD002167,UMK000566,SALE,-2,224,222,PENJUALAN,PJL000271,Pengurangan stok karena penjualan Balm Aromaterapi.,AKUN000816,2024-06-01 23:46:50
STK000272,PRD004008,UMK001028,ADJUSTMENT,34,73,107,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Katalog Interaktif.,AKUN001278,2026-03-11 03:04:07
STK000273,PRD008625,UMK002157,CANCEL_SALE,3,30,33,PENJUALAN,PJL000273,Stok kembali karena pembatalan penjualan Kemeja Batik.,AKUN002407,2024-02-29 10:20:18
STK000274,PRD003572,UMK000923,SALE,-3,353,350,PENJUALAN,PJL000274,Pengurangan stok karena penjualan Paket Hampers.,AKUN001173,2024-09-05 05:22:02
STK000275,PRD017492,UMK004387,SALE,-2,152,150,PENJUALAN,PJL000275,Pengurangan stok karena penjualan Frozen Food.,AKUN004637,2024-11-07 09:17:12
STK000276,PRD013433,UMK003365,RESTOCK,85,158,243,PEMBELIAN_STOK,RST-00000276,Restock produk Telur Asin dari produksi/pembelian baru.,AKUN003615,2025-06-29 17:15:06
STK000277,PRD003015,UMK000778,SALE,-1,81,80,PENJUALAN,PJL000277,Pengurangan stok karena penjualan Kacang Bawang.,AKUN001028,2025-08-10 06:16:12
STK000278,PRD013343,UMK003341,SALE,-21,76,55,PENJUALAN,PJL000278,Pengurangan stok karena penjualan Abon Sapi.,AKUN003591,2024-11-16 00:58:45
STK000279,PRD007931,UMK001987,SALE,-4,95,91,PENJUALAN,PJL000279,Pengurangan stok karena penjualan Sandal Kulit.,AKUN002237,2025-12-26 08:51:30
STK000280,PRD003765,UMK000970,SALE,-2,549,547,PENJUALAN,PJL000280,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN001220,2025-08-05 22:42:08
STK000281,PRD005151,UMK001311,CANCEL_SALE,1,53,54,PENJUALAN,PJL000281,Stok kembali karena pembatalan penjualan Pastel Frozen.,AKUN001561,2025-08-07 11:05:58
STK000282,PRD007600,UMK001909,SALE,-2,267,265,PENJUALAN,PJL000282,Pengurangan stok karena penjualan Bundling Produk Rumah Tangga.,AKUN002159,2024-01-25 23:30:13
STK000283,PRD011908,UMK002976,SALE,-4,45,41,PENJUALAN,PJL000283,Pengurangan stok karena penjualan Desain Label Produk.,AKUN003226,2024-05-09 03:25:08
STK000284,PRD013496,UMK003380,SALE,-3,116,113,PENJUALAN,PJL000284,Pengurangan stok karena penjualan Frame Foto Kayu.,AKUN003630,2024-11-11 21:41:48
STK000285,PRD000170,UMK000048,RESTOCK,96,36,132,PEMBELIAN_STOK,RST-00000285,Restock produk Kotak Hampers dari produksi/pembelian baru.,AKUN000298,2024-04-28 09:57:41
STK000286,PRD015743,UMK003947,SALE,-1,174,173,PENJUALAN,PJL000286,Pengurangan stok karena penjualan Dompet Kulit.,AKUN004197,2025-12-04 11:51:32
STK000287,PRD006285,UMK001582,RESTOCK,56,2,58,PEMBELIAN_STOK,RST-00000287,Restock produk Laundry Kiloan dari produksi/pembelian baru.,AKUN001832,2025-06-18 01:26:13
STK000288,PRD009724,UMK002429,CANCEL_SALE,1,385,386,PENJUALAN,PJL000288,Stok kembali karena pembatalan penjualan Aksesori HP.,AKUN002679,2026-02-05 10:41:52
STK000289,PRD011094,UMK002777,SALE,-1,85,84,PENJUALAN,PJL000289,Pengurangan stok karena penjualan Anyaman Bambu.,AKUN003027,2024-06-05 00:33:08
STK000290,PRD011318,UMK002830,RESTOCK,53,111,164,PEMBELIAN_STOK,RST-00000290,Restock produk Lumpia Frozen dari produksi/pembelian baru.,AKUN003080,2024-04-08 17:45:51
STK000291,PRD012781,UMK003198,RESTOCK,62,142,204,PEMBELIAN_STOK,RST-00000291,Restock produk Masker Wajah dari produksi/pembelian baru.,AKUN003448,2024-04-11 21:50:53
STK000292,PRD001891,UMK000492,SALE,-1,262,261,PENJUALAN,PJL000292,Pengurangan stok karena penjualan Perlengkapan Rumah.,AKUN000742,2024-04-17 14:34:26
STK000293,PRD013003,UMK003256,SALE,-1,142,141,PENJUALAN,PJL000293,Pengurangan stok karena penjualan Sayur Hidroponik.,AKUN003506,2026-03-06 03:57:07
STK000294,PRD006273,UMK001579,SALE,-2,225,223,PENJUALAN,PJL000294,Pengurangan stok karena penjualan Produk Konsinyasi Lokal.,AKUN001829,2025-11-17 01:30:51
