penjualan_id,umkm_id,tanggal_transaksi,nomor_transaksi,total_omzet,total_laba,total_item,catatan,status_transaksi,created_by_akun_id,created_at,updated_at
PJL000143,UMK001123,2026-05-19,SALE-2026-00000143,282500,128700,1,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN001373,2026-05-20 04:01:04,2026-05-20 05:28:04
PJL000144,UMK002104,2024-11-18,SALE-2024-00000144,221000,72300,2,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN002354,2024-11-18 09:53:49,2024-11-18 12:53:49
PJL000145,UMK003341,2025-04-17,SALE-2025-00000145,198000,81400,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003591,2025-04-17 21:12:06,2025-04-17 21:12:06
PJL000146,UMK000729,2024-03-02,SALE-2024-00000146,119500,31700,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000979,2024-03-02 10:49:42,2024-03-02 10:49:42
PJL000147,UMK003285,2024-12-24,SALE-2024-00000147,288000,53200,12,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN003535,2024-12-24 16:46:31,2024-12-24 18:16:31
PJL000148,UMK001999,2024-10-30,SALE-2024-00000148,199500,58500,3,Transaksi final dari rekap UMKM.,FINAL,AKUN002249,2024-10-30 13:47:19,2024-10-30 13:47:19
PJL000149,UMK003278,2024-10-02,SALE-2024-00000149,78000,39400,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003528,2024-10-02 14:53:12,2024-10-02 14:53:12
PJL000150,UMK001107,2024-05-21,SALE-2024-00000150,200000,69000,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001357,2024-05-22 13:36:36,2024-05-22 13:36:36
PJL000151,UMK001195,2025-04-28,SALE-2025-00000151,188500,66200,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001445,2025-04-28 14:35:44,2025-04-28 14:35:44
PJL000152,UMK000778,2025-12-20,SALE-2025-00000152,216000,102600,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001028,2025-12-21 07:55:59,2025-12-21 07:55:59
PJL000153,UMK002639,2024-11-25,SALE-2024-00000153,1016000,414700,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002889,2024-11-26 02:31:17,2024-11-26 02:31:17
PJL000154,UMK000503,2026-01-15,SALE-2026-00000154,458000,179000,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000753,2026-01-16 09:59:17,2026-01-16 09:59:17
PJL000155,UMK004567,2025-01-14,SALE-2025-00000155,344000,149700,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004817,2025-01-15 13:36:29,2025-01-15 13:36:29
PJL000156,UMK003212,2026-05-05,SALE-2026-00000156,2517000,573600,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003462,2026-05-05 15:54:45,2026-05-05 15:54:45
PJL000157,UMK000773,2025-12-25,SALE-2025-00000157,94500,17700,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001023,2025-12-25 16:44:05,2025-12-25 16:44:05
PJL000158,UMK002511,2025-05-08,SALE-2025-00000158,1326000,296900,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002761,2025-05-08 15:14:53,2025-05-08 15:14:53
PJL000159,UMK002491,2025-01-15,SALE-2025-00000159,1107000,230600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002741,2025-01-15 17:51:51,2025-01-15 17:51:51
PJL000160,UMK004153,2024-02-03,SALE-2024-00000160,212500,61000,5,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004403,2024-02-03 22:33:14,2024-02-03 22:33:14
PJL000161,UMK001961,2025-01-18,SALE-2025-00000161,590000,227900,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002211,2025-01-19 06:44:21,2025-01-19 06:44:21
PJL000162,UMK004237,2025-03-12,SALE-2025-00000162,1506000,371900,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004487,2025-03-12 13:29:02,2025-03-12 13:29:02
PJL000163,UMK004869,2025-08-15,SALE-2025-00000163,206000,62100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005119,2025-08-15 23:25:54,2025-08-15 23:25:54
PJL000164,UMK003358,2026-05-30,SALE-2026-00000164,1958000,751700,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN003608,2026-05-30 13:44:10,2026-05-30 14:26:10
PJL000165,UMK003070,2025-12-04,SALE-2025-00000165,930000,237100,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN003320,2025-12-05 08:46:29,2025-12-05 09:28:29
PJL000166,UMK001100,2024-12-26,SALE-2024-00000166,386000,110100,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001350,2024-12-26 06:41:21,2024-12-26 06:41:21
PJL000167,UMK002667,2024-09-20,SALE-2024-00000167,790000,250700,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002917,2024-09-21 04:38:12,2024-09-21 04:38:12
PJL000168,UMK001126,2024-10-30,SALE-2024-00000168,739000,244700,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001376,2024-10-30 09:19:51,2024-10-30 09:19:51
PJL000169,UMK002358,2025-12-07,SALE-2025-00000169,531000,180200,18,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002608,2025-12-08 11:22:44,2025-12-08 11:22:44
PJL000170,UMK002901,2024-06-07,SALE-2024-00000170,210000,66700,5,Transaksi final dari rekap UMKM.,FINAL,AKUN003151,2024-06-08 00:02:34,2024-06-08 00:02:34
PJL000171,UMK003276,2026-04-08,SALE-2026-00000171,15000,7000,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003526,2026-04-09 03:35:45,2026-04-09 03:35:45
PJL000172,UMK002232,2025-07-11,SALE-2025-00000172,127000,64300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002482,2025-07-11 14:35:40,2025-07-11 14:35:40
PJL000173,UMK000499,2026-01-29,SALE-2026-00000173,44500,8200,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000749,2026-01-29 14:41:32,2026-01-29 14:41:32
PJL000174,UMK000072,2024-10-11,SALE-2024-00000174,361500,84900,3,Transaksi final dari rekap UMKM.,FINAL,AKUN000322,2024-10-11 16:14:05,2024-10-11 16:14:05
PJL000175,UMK001783,2026-03-16,SALE-2026-00000175,968000,474500,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002033,2026-03-17 01:59:25,2026-03-17 01:59:25
PJL000176,UMK000161,2025-05-09,SALE-2025-00000176,1322000,459900,2,Transaksi final dari rekap UMKM.,FINAL,AKUN000411,2025-05-10 02:12:03,2025-05-10 02:12:03
PJL000177,UMK003656,2024-08-31,SALE-2024-00000177,1621000,602100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003906,2024-08-31 23:38:16,2024-08-31 23:38:16
PJL000178,UMK001894,2025-06-06,SALE-2025-00000178,487500,199800,5,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002144,2025-06-06 22:20:40,2025-06-06 22:20:40
PJL000179,UMK003307,2025-10-30,SALE-2025-00000179,140000,46200,1,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN003557,2025-10-30 19:45:45,2025-10-30 20:24:45
PJL000180,UMK000321,2025-05-12,SALE-2025-00000180,1288000,300400,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000571,2025-05-13 15:00:02,2025-05-13 15:00:02
PJL000181,UMK004358,2025-06-29,SALE-2025-00000181,83500,38800,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004608,2025-06-30 04:54:00,2025-06-30 04:54:00
PJL000182,UMK000258,2025-01-01,SALE-2025-00000182,402500,198600,7,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000508,2025-01-01 18:52:24,2025-01-01 18:52:24
PJL000183,UMK004606,2026-02-07,SALE-2026-00000183,82000,32800,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004856,2026-02-07 21:50:26,2026-02-07 21:50:26
PJL000184,UMK000889,2024-08-18,SALE-2024-00000184,868500,269500,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001139,2024-08-18 06:15:46,2024-08-18 06:15:46
PJL000185,UMK000430,2026-03-22,SALE-2026-00000185,718500,368000,1,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN000680,2026-03-22 18:01:03,2026-03-22 19:23:03
PJL000186,UMK000902,2024-10-21,SALE-2024-00000186,550000,128300,1,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN001152,2024-10-22 13:38:10,2024-10-22 13:56:10
PJL000187,UMK002247,2025-06-06,SALE-2025-00000187,238500,109500,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002497,2025-06-06 13:30:23,2025-06-06 13:30:23
PJL000188,UMK002920,2024-06-22,SALE-2024-00000188,1054000,332500,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003170,2024-06-22 20:40:37,2024-06-22 20:40:37
PJL000189,UMK000891,2026-03-20,SALE-2026-00000189,779000,404200,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001141,2026-03-20 06:48:25,2026-03-20 06:48:25
PJL000190,UMK003434,2024-12-31,SALE-2024-00000190,103500,29200,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003684,2025-01-01 06:45:01,2025-01-01 06:45:01
PJL000191,UMK001092,2024-06-24,SALE-2024-00000191,489000,142600,6,Transaksi final dari rekap UMKM.,FINAL,AKUN001342,2024-06-24 16:32:02,2024-06-24 16:32:02
PJL000192,UMK000237,2024-12-11,SALE-2024-00000192,288000,131500,6,Transaksi final dari rekap UMKM.,DRAFT,AKUN000487,2024-12-12 11:30:31,2024-12-12 15:24:31
PJL000193,UMK000358,2024-09-21,SALE-2024-00000193,583000,204400,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000608,2024-09-22 07:05:56,2024-09-22 07:05:56
PJL000194,UMK003762,2026-01-15,SALE-2026-00000194,1758000,444000,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004012,2026-01-15 08:48:42,2026-01-15 08:48:42
PJL000195,UMK004706,2025-09-04,SALE-2025-00000195,884000,183500,4,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN004956,2025-09-04 15:12:00,2025-09-04 16:18:00
PJL000196,UMK001666,2024-03-15,SALE-2024-00000196,466500,151900,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001916,2024-03-15 23:12:35,2024-03-15 23:12:35
PJL000197,UMK001421,2026-03-23,SALE-2026-00000197,268000,99700,1,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN001671,2026-03-24 03:08:49,2026-03-24 04:51:49
PJL000198,UMK002708,2024-11-22,SALE-2024-00000198,396000,173700,3,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN002958,2024-11-22 19:57:44,2024-11-22 22:59:44
PJL000199,UMK001950,2025-01-05,SALE-2025-00000199,345000,160300,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002200,2025-01-05 14:36:24,2025-01-05 14:36:24
PJL000200,UMK001356,2024-01-23,SALE-2024-00000200,116500,54800,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001606,2024-01-24 08:38:39,2024-01-24 08:38:39
PJL000201,UMK002225,2025-12-20,SALE-2025-00000201,5673000,1519700,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002475,2025-12-21 07:36:01,2025-12-21 07:36:01
PJL000202,UMK004990,2024-04-07,SALE-2024-00000202,330000,107000,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005240,2024-04-08 04:38:02,2024-04-08 04:38:02
PJL000203,UMK002724,2026-05-23,SALE-2026-00000203,545000,269900,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002974,2026-05-24 01:49:15,2026-05-24 01:49:15
PJL000204,UMK001755,2024-12-31,SALE-2024-00000204,674000,336400,2,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN002005,2024-12-31 20:53:58,2024-12-31 23:37:58
PJL000205,UMK004860,2025-08-22,SALE-2025-00000205,64000,15200,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005110,2025-08-22 14:46:53,2025-08-22 14:46:53
PJL000206,UMK002915,2025-06-21,SALE-2025-00000206,449000,87300,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003165,2025-06-22 01:09:10,2025-06-22 01:09:10
PJL000207,UMK001098,2026-04-13,SALE-2026-00000207,1902000,927800,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001348,2026-04-13 21:55:52,2026-04-13 21:55:52
PJL000208,UMK004167,2024-11-27,SALE-2024-00000208,1200000,220400,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004417,2024-11-28 03:17:53,2024-11-28 03:17:53
PJL000209,UMK000873,2025-09-18,SALE-2025-00000209,1189500,522100,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001123,2025-09-18 13:03:49,2025-09-18 13:03:49
PJL000210,UMK001884,2025-01-07,SALE-2025-00000210,401000,190800,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002134,2025-01-07 18:06:39,2025-01-07 18:06:39
PJL000211,UMK000880,2025-03-20,SALE-2025-00000211,130000,34100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001130,2025-03-21 08:27:11,2025-03-21 08:27:11
PJL000212,UMK000781,2025-04-29,SALE-2025-00000212,148000,51400,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001031,2025-04-30 00:07:37,2025-04-30 00:07:37
PJL000213,UMK004312,2024-06-07,SALE-2024-00000213,365000,65900,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004562,2024-06-07 16:00:56,2024-06-07 16:00:56
PJL000214,UMK002250,2025-11-08,SALE-2025-00000214,705000,186500,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002500,2025-11-09 12:14:36,2025-11-09 12:14:36
PJL000215,UMK003252,2025-06-09,SALE-2025-00000215,556500,136600,7,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003502,2025-06-10 00:19:12,2025-06-10 00:19:12
PJL000216,UMK003078,2024-08-17,SALE-2024-00000216,1180000,229400,4,Transaksi final dari rekap UMKM.,FINAL,AKUN003328,2024-08-17 18:26:01,2024-08-17 18:26:01
PJL000217,UMK001419,2025-03-17,SALE-2025-00000217,1459000,348800,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001669,2025-03-17 23:11:58,2025-03-17 23:11:58
PJL000218,UMK000749,2025-03-29,SALE-2025-00000218,979500,191200,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000999,2025-03-29 12:53:10,2025-03-29 12:53:10
PJL000219,UMK003240,2024-04-21,SALE-2024-00000219,322000,73100,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003490,2024-04-22 01:56:10,2024-04-22 01:56:10
PJL000220,UMK003852,2024-08-21,SALE-2024-00000220,212000,78600,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004102,2024-08-21 19:30:04,2024-08-21 19:30:04
PJL000221,UMK003543,2025-03-30,SALE-2025-00000221,1116000,557900,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003793,2025-03-30 15:45:41,2025-03-30 15:45:41
PJL000222,UMK000196,2025-08-01,SALE-2025-00000222,1230000,235000,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000446,2025-08-01 13:38:42,2025-08-01 13:38:42
PJL000223,UMK001634,2026-05-30,SALE-2026-00000223,303000,119100,3,Transaksi final dari rekap UMKM.,FINAL,AKUN001884,2026-05-30 02:26:24,2026-05-30 02:26:24
PJL000224,UMK002303,2025-03-03,SALE-2025-00000224,145000,46400,10,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002553,2025-03-04 10:23:01,2025-03-04 10:23:01
PJL000225,UMK000167,2025-12-24,SALE-2025-00000225,344000,145000,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000417,2025-12-25 12:51:57,2025-12-25 12:51:57
PJL000226,UMK000545,2025-01-30,SALE-2025-00000226,538000,217400,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000795,2025-01-31 13:17:00,2025-01-31 13:17:00
PJL000227,UMK003282,2026-02-20,SALE-2026-00000227,1844000,681800,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003532,2026-02-21 10:26:48,2026-02-21 10:26:48
PJL000228,UMK003881,2025-04-19,SALE-2025-00000228,2960000,688100,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004131,2025-04-20 05:11:35,2025-04-20 05:11:35
PJL000229,UMK000330,2025-11-02,SALE-2025-00000229,142000,70000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000580,2025-11-03 05:04:54,2025-11-03 05:04:54
PJL000230,UMK004008,2025-12-30,SALE-2025-00000230,371000,170300,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004258,2025-12-30 20:58:56,2025-12-30 20:58:56
PJL000231,UMK000215,2025-09-04,SALE-2025-00000231,249000,92500,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000465,2025-09-04 05:41:29,2025-09-04 05:41:29
PJL000232,UMK004912,2025-01-14,SALE-2025-00000232,580500,218900,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005162,2025-01-15 06:34:45,2025-01-15 06:34:45
PJL000233,UMK000542,2026-02-02,SALE-2026-00000233,195000,88400,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000792,2026-02-03 03:18:56,2026-02-03 03:18:56
PJL000234,UMK001122,2024-02-08,SALE-2024-00000234,712000,210800,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001372,2024-02-09 01:48:30,2024-02-09 01:48:30
PJL000235,UMK004303,2025-11-27,SALE-2025-00000235,953000,419000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004553,2025-11-27 15:20:01,2025-11-27 15:20:01
PJL000236,UMK001955,2024-03-23,SALE-2024-00000236,576000,139200,6,Transaksi final dari rekap UMKM.,DRAFT,AKUN002205,2024-03-24 03:51:56,2024-03-24 05:30:56
PJL000237,UMK003032,2025-03-12,SALE-2025-00000237,315000,109700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003282,2025-03-13 01:05:42,2025-03-13 01:05:42
PJL000238,UMK004591,2025-01-26,SALE-2025-00000238,120000,36500,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004841,2025-01-26 23:25:59,2025-01-26 23:25:59
PJL000239,UMK003752,2025-07-10,SALE-2025-00000239,497000,149600,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004002,2025-07-10 21:03:54,2025-07-10 21:03:54
PJL000240,UMK001725,2024-09-02,SALE-2024-00000240,1035000,533200,2,Transaksi final dari rekap UMKM.,CANCELLED,AKUN001975,2024-09-03 02:00:22,2024-09-03 03:09:22
PJL000241,UMK004362,2024-03-05,SALE-2024-00000241,690000,240400,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004612,2024-03-06 02:00:06,2024-03-06 02:00:06
PJL000242,UMK004003,2025-06-10,SALE-2025-00000242,102000,49100,1,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN004253,2025-06-11 01:49:09,2025-06-11 02:00:09
PJL000243,UMK004194,2024-05-19,SALE-2024-00000243,110500,38200,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004444,2024-05-19 23:59:16,2024-05-19 23:59:16
PJL000244,UMK004084,2024-02-14,SALE-2024-00000244,133000,63800,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004334,2024-02-15 10:14:37,2024-02-15 10:14:37
PJL000245,UMK004038,2025-12-15,SALE-2025-00000245,273000,88500,2,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN004288,2025-12-16 07:41:11,2025-12-16 09:51:11
PJL000246,UMK003117,2025-07-13,SALE-2025-00000246,1935000,475200,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003367,2025-07-13 16:45:25,2025-07-13 16:45:25
PJL000247,UMK000591,2024-11-13,SALE-2024-00000247,348000,83100,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000841,2024-11-13 13:22:18,2024-11-13 13:22:18
PJL000248,UMK002610,2026-02-03,SALE-2026-00000248,109500,53700,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002860,2026-02-03 13:52:59,2026-02-03 13:52:59
PJL000249,UMK004863,2024-10-28,SALE-2024-00000249,422000,129300,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005113,2024-10-28 23:16:48,2024-10-28 23:16:48
PJL000250,UMK003846,2024-08-04,SALE-2024-00000250,238000,53700,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004096,2024-08-04 19:10:21,2024-08-04 19:10:21
PJL000251,UMK000732,2024-07-22,SALE-2024-00000251,595000,159300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN000982,2024-07-23 07:15:38,2024-07-23 07:15:38
PJL000252,UMK001886,2024-12-11,SALE-2024-00000252,57500,15300,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002136,2024-12-11 18:26:26,2024-12-11 18:26:26
PJL000253,UMK000351,2024-03-23,SALE-2024-00000253,767500,265700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000601,2024-03-24 14:28:43,2024-03-24 14:28:43
PJL000254,UMK004363,2024-04-09,SALE-2024-00000254,1100000,211200,4,Transaksi final dari rekap UMKM.,CANCELLED,AKUN004613,2024-04-09 12:16:15,2024-04-09 12:32:15
PJL000255,UMK004032,2026-03-04,SALE-2026-00000255,424000,197700,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004282,2026-03-05 07:41:29,2026-03-05 07:41:29
PJL000256,UMK000585,2024-04-16,SALE-2024-00000256,393000,83400,3,Transaksi final dari rekap UMKM.,FINAL,AKUN000835,2024-04-17 00:44:06,2024-04-17 00:44:06
PJL000257,UMK001434,2025-09-13,SALE-2025-00000257,286000,133100,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001684,2025-09-13 22:09:46,2025-09-13 22:09:46
PJL000258,UMK003290,2025-01-19,SALE-2025-00000258,265000,75900,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003540,2025-01-19 11:14:57,2025-01-19 11:14:57
PJL000259,UMK004141,2025-03-06,SALE-2025-00000259,1519000,690100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004391,2025-03-06 17:46:58,2025-03-06 17:46:58
PJL000260,UMK003322,2024-05-15,SALE-2024-00000260,544500,277600,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003572,2024-05-16 01:39:08,2024-05-16 01:39:08
PJL000261,UMK003174,2025-01-04,SALE-2025-00000261,21000,5600,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003424,2025-01-04 17:34:18,2025-01-04 17:34:18
PJL000262,UMK002483,2024-04-09,SALE-2024-00000262,1458500,485900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002733,2024-04-09 19:46:57,2024-04-09 19:46:57
PJL000263,UMK002340,2025-05-06,SALE-2025-00000263,88000,20500,8,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002590,2025-05-07 02:40:13,2025-05-07 02:40:13
PJL000264,UMK004577,2024-04-25,SALE-2024-00000264,1885000,397300,5,Transaksi final dari rekap UMKM.,FINAL,AKUN004827,2024-04-25 20:58:38,2024-04-25 20:58:38
PJL000265,UMK003037,2025-07-16,SALE-2025-00000265,205000,86100,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003287,2025-07-17 10:26:06,2025-07-17 10:26:06
PJL000266,UMK000068,2025-03-24,SALE-2025-00000266,47000,20600,2,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN000318,2025-03-25 03:06:48,2025-03-25 03:51:48
