pendaftaran_pelatihan_id,status_sertifikat_id,dokumen_id,nomor_sertifikat,tanggal_pengajuan,tanggal_terbit,diverifikasi_oleh_admin_id,catatan_validasi
PDF000202,TERBIT,DOK009702,SERT/UMKMT/2026/00000202,2025-09-09 15:31:48,2025-09-18 15:31:48,ADM000249,Sertifikat telah diterbitkan secara digital.
PDF000203,DITOLAK,,,2024-03-31 03:31:25,,ADM000179,Tugas proyek belum diterima.
PDF000204,DIAJUKAN,,,2025-03-10 02:13:56,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000205,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000206,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000207,TERBIT,DOK009707,SERT/UMKMT/2026/00000207,2024-06-16 12:57:43,2024-06-23 12:57:43,ADM000088,Sertifikat telah diterbitkan secara digital.
PDF000208,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000209,DIBATALKAN,,,2026-02-04 13:50:56,,ADM000112,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF000210,TERBIT,DOK009710,SERT/UMKMT/2026/00000210,2024-08-10 12:10:14,2024-08-21 12:10:14,ADM000235,Sertifikat telah diterbitkan secara digital.
PDF000211,DIAJUKAN,,,2025-05-29 15:36:45,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000212,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000213,TERBIT,DOK009713,SERT/UMKMT/2026/00000213,2024-03-10 14:26:15,2024-03-23 14:26:15,ADM000119,Sertifikat telah diterbitkan secara digital.
PDF000214,TERBIT,DOK009714,SERT/UMKMT/2026/00000214,2026-01-10 12:33:13,2026-01-19 12:33:13,ADM000085,Sertifikat telah diterbitkan secara digital.
PDF000215,DIAJUKAN,,,2025-12-30 23:24:11,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000216,TERBIT,DOK009716,SERT/UMKMT/2026/00000216,2026-01-17 07:29:19,2026-01-28 07:29:19,ADM000189,Sertifikat telah diterbitkan secara digital.
PDF000217,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000218,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000219,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000220,TERBIT,DOK009720,SERT/UMKMT/2026/00000220,2025-03-27 05:34:14,2025-03-31 05:34:14,ADM000042,Sertifikat telah diterbitkan secara digital.
PDF000221,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000222,DIAJUKAN,,,2026-05-05 17:43:59,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000223,DIBATALKAN,,,2024-06-19 20:30:47,,ADM000120,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF000224,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000225,TERBIT,DOK009725,SERT/UMKMT/2026/00000225,2024-09-17 17:36:58,2024-09-18 17:36:58,ADM000149,Sertifikat telah diterbitkan secara digital.
PDF000226,TERBIT,DOK009726,SERT/UMKMT/2026/00000226,2025-05-13 10:35:18,2025-05-18 10:35:18,ADM000022,Sertifikat telah diterbitkan secara digital.
PDF000227,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000228,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000229,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000230,TERBIT,DOK009730,SERT/UMKMT/2026/00000230,2024-09-18 03:03:01,2024-09-30 03:03:01,ADM000104,Sertifikat telah diterbitkan secara digital.
PDF000231,TERBIT,DOK009731,SERT/UMKMT/2026/00000231,2024-05-30 10:45:54,2024-06-10 10:45:54,ADM000126,Sertifikat telah diterbitkan secara digital.
PDF000232,TERBIT,DOK009732,SERT/UMKMT/2026/00000232,2026-01-10 10:38:10,2026-01-17 10:38:10,ADM000196,Sertifikat telah diterbitkan secara digital.
PDF000233,DIBATALKAN,,,2026-04-22 21:30:58,,ADM000108,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF000234,TERBIT,DOK009734,SERT/UMKMT/2026/00000234,2024-05-24 01:00:40,2024-06-03 01:00:40,ADM000146,Sertifikat telah diterbitkan secara digital.
PDF000235,TERBIT,DOK009735,SERT/UMKMT/2026/00000235,2025-02-02 00:41:45,2025-02-05 00:41:45,ADM000178,Sertifikat telah diterbitkan secara digital.
PDF000236,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000237,TERBIT,DOK009737,SERT/UMKMT/2026/00000237,2024-06-28 16:02:13,2024-07-08 16:02:13,ADM000066,Sertifikat telah diterbitkan secara digital.
PDF000238,TERBIT,DOK009738,SERT/UMKMT/2026/00000238,2025-04-06 06:23:29,2025-04-07 06:23:29,ADM000092,Sertifikat telah diterbitkan secara digital.
PDF000239,DITOLAK,,,2024-12-30 22:31:23,,ADM000155,Data peserta perlu diperbaiki.
PDF000240,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000241,TERBIT,DOK009741,SERT/UMKMT/2026/00000241,2024-10-22 19:41:10,2024-10-30 19:41:10,ADM000198,Sertifikat telah diterbitkan secara digital.
PDF000242,TERBIT,DOK009742,SERT/UMKMT/2026/00000242,2025-01-18 17:46:16,2025-01-30 17:46:16,ADM000164,Sertifikat telah diterbitkan secara digital.
PDF000243,DIAJUKAN,,,2025-05-22 08:14:41,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000244,TERBIT,DOK009744,SERT/UMKMT/2026/00000244,2024-10-22 20:15:18,2024-11-05 20:15:18,ADM000073,Sertifikat telah diterbitkan secara digital.
PDF000245,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000246,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000247,TERBIT,DOK009747,SERT/UMKMT/2026/00000247,2025-12-31 13:10:31,2026-01-07 13:10:31,ADM000160,Sertifikat telah diterbitkan secara digital.
PDF000248,TERBIT,DOK009748,SERT/UMKMT/2026/00000248,2024-10-11 02:36:45,2024-10-19 02:36:45,ADM000042,Sertifikat telah diterbitkan secara digital.
PDF000249,TERBIT,DOK009749,SERT/UMKMT/2026/00000249,2025-10-23 01:54:45,2025-10-25 01:54:45,ADM000065,Sertifikat telah diterbitkan secara digital.
PDF000250,TERBIT,DOK009750,SERT/UMKMT/2026/00000250,2026-01-10 20:39:08,2026-01-12 20:39:08,ADM000205,Sertifikat telah diterbitkan secara digital.
PDF000251,DIAJUKAN,,,2025-04-08 16:57:49,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000252,TERBIT,DOK009752,SERT/UMKMT/2026/00000252,2025-08-11 17:59:25,2025-08-23 17:59:25,ADM000155,Sertifikat telah diterbitkan secara digital.
PDF000253,TERBIT,DOK009753,SERT/UMKMT/2026/00000253,2026-02-26 06:23:43,2026-03-05 06:23:43,ADM000139,Sertifikat telah diterbitkan secara digital.
PDF000254,TERBIT,DOK009754,SERT/UMKMT/2026/00000254,2025-04-30 08:33:25,2025-05-09 08:33:25,ADM000144,Sertifikat telah diterbitkan secara digital.
PDF000255,DIAJUKAN,,,2025-09-20 20:15:29,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000256,DIAJUKAN,,,2025-01-16 04:49:11,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000257,DIBATALKAN,,,2025-03-25 19:53:50,,ADM000014,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF000258,TERBIT,DOK009758,SERT/UMKMT/2026/00000258,2024-03-16 17:10:10,2024-03-23 17:10:10,ADM000037,Sertifikat telah diterbitkan secara digital.
PDF000259,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000260,TERBIT,DOK009760,SERT/UMKMT/2026/00000260,2025-10-31 08:42:17,2025-11-05 08:42:17,ADM000088,Sertifikat telah diterbitkan secara digital.
PDF000261,TERBIT,DOK009761,SERT/UMKMT/2026/00000261,2024-11-18 19:00:27,2024-12-01 19:00:27,ADM000094,Sertifikat telah diterbitkan secara digital.
PDF000262,TERBIT,DOK009762,SERT/UMKMT/2026/00000262,2025-08-22 20:09:04,2025-08-28 20:09:04,ADM000119,Sertifikat telah diterbitkan secara digital.
PDF000263,TERBIT,DOK009763,SERT/UMKMT/2026/00000263,2025-07-07 23:43:22,2025-07-11 23:43:22,ADM000245,Sertifikat telah diterbitkan secara digital.
PDF000264,DIAJUKAN,,,2025-01-21 16:23:30,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000265,TERBIT,DOK009765,SERT/UMKMT/2026/00000265,2025-11-03 21:27:38,2025-11-07 21:27:38,ADM000057,Sertifikat telah diterbitkan secara digital.
PDF000266,DIAJUKAN,,,2025-04-12 16:45:07,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000267,DIAJUKAN,,,2024-08-12 16:55:25,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000268,TERBIT,DOK009768,SERT/UMKMT/2026/00000268,2024-03-03 01:03:52,2024-03-04 01:03:52,ADM000093,Sertifikat telah diterbitkan secara digital.
PDF000269,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000270,TERBIT,DOK009770,SERT/UMKMT/2026/00000270,2026-02-16 21:37:51,2026-02-21 21:37:51,ADM000212,Sertifikat telah diterbitkan secara digital.
PDF000271,TERBIT,DOK009771,SERT/UMKMT/2026/00000271,2025-11-06 05:08:58,2025-11-10 05:08:58,ADM000114,Sertifikat telah diterbitkan secara digital.
PDF000272,TERBIT,DOK009772,SERT/UMKMT/2026/00000272,2025-01-10 13:25:56,2025-01-14 13:25:56,ADM000244,Sertifikat telah diterbitkan secara digital.
PDF000273,TERBIT,DOK009773,SERT/UMKMT/2026/00000273,2025-10-12 21:30:18,2025-10-21 21:30:18,ADM000062,Sertifikat telah diterbitkan secara digital.
PDF000274,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000275,TERBIT,DOK009775,SERT/UMKMT/2026/00000275,2025-08-06 09:36:08,2025-08-14 09:36:08,ADM000177,Sertifikat telah diterbitkan secara digital.
PDF000276,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000277,TERBIT,DOK009777,SERT/UMKMT/2026/00000277,2026-05-31 01:46:52,2026-06-09 01:46:52,ADM000088,Sertifikat telah diterbitkan secara digital.
PDF000278,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000279,TERBIT,DOK009779,SERT/UMKMT/2026/00000279,2024-05-22 20:20:46,2024-05-28 20:20:46,ADM000133,Sertifikat telah diterbitkan secara digital.
PDF000280,TERBIT,DOK009780,SERT/UMKMT/2026/00000280,2025-08-29 21:53:41,2025-09-03 21:53:41,ADM000095,Sertifikat telah diterbitkan secara digital.
PDF000281,DIAJUKAN,,,2025-10-19 06:01:44,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000282,DIAJUKAN,,,2025-11-13 16:07:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000283,TERBIT,DOK009783,SERT/UMKMT/2026/00000283,2024-11-26 07:02:07,2024-12-08 07:02:07,ADM000055,Sertifikat telah diterbitkan secara digital.
PDF000284,DIAJUKAN,,,2024-02-05 23:56:22,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000285,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000286,TERBIT,DOK009786,SERT/UMKMT/2026/00000286,2026-06-01 22:20:47,2026-06-04 22:20:47,ADM000147,Sertifikat telah diterbitkan secara digital.
PDF000287,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000288,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000289,TERBIT,DOK009789,SERT/UMKMT/2026/00000289,2025-10-24 16:41:59,2025-10-29 16:41:59,ADM000145,Sertifikat telah diterbitkan secara digital.
PDF000290,TERBIT,DOK009790,SERT/UMKMT/2026/00000290,2026-01-19 21:32:57,2026-01-30 21:32:57,ADM000095,Sertifikat telah diterbitkan secara digital.
PDF000291,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000292,TERBIT,DOK009792,SERT/UMKMT/2026/00000292,2026-04-28 16:34:35,2026-05-09 16:34:35,ADM000187,Sertifikat telah diterbitkan secara digital.
PDF000293,TERBIT,DOK009793,SERT/UMKMT/2026/00000293,2025-10-11 18:08:00,2025-10-14 18:08:00,ADM000033,Sertifikat telah diterbitkan secara digital.
PDF000294,TERBIT,DOK009794,SERT/UMKMT/2026/00000294,2026-01-01 20:25:24,2026-01-08 20:25:24,ADM000004,Sertifikat telah diterbitkan secara digital.
PDF000295,TERBIT,DOK009795,SERT/UMKMT/2026/00000295,2024-04-04 04:20:50,2024-04-05 04:20:50,ADM000005,Sertifikat telah diterbitkan secara digital.
PDF000296,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000297,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000298,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000299,DIAJUKAN,,,2024-12-01 23:07:50,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000300,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000301,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000302,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000303,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000304,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000305,TERBIT,DOK009805,SERT/UMKMT/2026/00000305,2024-12-17 13:05:54,2024-12-26 13:05:54,ADM000207,Sertifikat telah diterbitkan secara digital.
PDF000306,TERBIT,DOK009806,SERT/UMKMT/2026/00000306,2024-05-31 22:20:54,2024-06-10 22:20:54,ADM000044,Sertifikat telah diterbitkan secara digital.
PDF000307,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000308,TERBIT,DOK009808,SERT/UMKMT/2026/00000308,2026-01-04 03:07:58,2026-01-10 03:07:58,ADM000026,Sertifikat telah diterbitkan secara digital.
PDF000309,DITOLAK,,,2026-02-15 12:26:36,,ADM000026,Tugas proyek belum diterima.
PDF000310,TERBIT,DOK009810,SERT/UMKMT/2026/00000310,2024-11-21 22:03:05,2024-12-01 22:03:05,ADM000065,Sertifikat telah diterbitkan secara digital.
PDF000311,TERBIT,DOK009811,SERT/UMKMT/2026/00000311,2024-10-23 05:50:57,2024-10-26 05:50:57,ADM000028,Sertifikat telah diterbitkan secara digital.
PDF000312,TERBIT,DOK009812,SERT/UMKMT/2026/00000312,2024-10-02 19:49:01,2024-10-08 19:49:01,ADM000212,Sertifikat telah diterbitkan secara digital.
PDF000313,DIAJUKAN,,,2024-09-26 10:39:24,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000314,TERBIT,DOK009814,SERT/UMKMT/2026/00000314,2026-01-28 21:11:59,2026-02-04 21:11:59,ADM000129,Sertifikat telah diterbitkan secara digital.
PDF000315,DIAJUKAN,,,2024-06-07 01:43:59,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000316,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000317,DIAJUKAN,,,2024-08-20 19:56:45,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000318,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000319,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000320,TERBIT,DOK009820,SERT/UMKMT/2026/00000320,2024-12-20 03:34:22,2024-12-22 03:34:22,ADM000088,Sertifikat telah diterbitkan secara digital.
PDF000321,TERBIT,DOK009821,SERT/UMKMT/2026/00000321,2024-04-29 10:02:58,2024-05-02 10:02:58,ADM000158,Sertifikat telah diterbitkan secara digital.
PDF000322,TERBIT,DOK009822,SERT/UMKMT/2026/00000322,2025-01-21 03:15:44,2025-01-26 03:15:44,ADM000082,Sertifikat telah diterbitkan secara digital.
PDF000323,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000324,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000325,TERBIT,DOK009825,SERT/UMKMT/2026/00000325,2024-04-12 16:56:40,2024-04-14 16:56:40,ADM000054,Sertifikat telah diterbitkan secara digital.
PDF000326,TERBIT,DOK009826,SERT/UMKMT/2026/00000326,2025-10-24 00:57:08,2025-11-05 00:57:08,ADM000208,Sertifikat telah diterbitkan secara digital.
PDF000327,TERBIT,DOK009827,SERT/UMKMT/2026/00000327,2026-03-02 03:02:39,2026-03-08 03:02:39,ADM000121,Sertifikat telah diterbitkan secara digital.
PDF000328,TERBIT,DOK009828,SERT/UMKMT/2026/00000328,2025-04-14 18:02:03,2025-04-25 18:02:03,ADM000175,Sertifikat telah diterbitkan secara digital.
PDF000329,TERBIT,DOK009829,SERT/UMKMT/2026/00000329,2024-10-23 19:07:26,2024-10-27 19:07:26,ADM000087,Sertifikat telah diterbitkan secara digital.
PDF000330,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000331,TERBIT,DOK009831,SERT/UMKMT/2026/00000331,2025-09-06 09:33:58,2025-09-10 09:33:58,ADM000220,Sertifikat telah diterbitkan secara digital.
PDF000332,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000333,TERBIT,DOK009833,SERT/UMKMT/2026/00000333,2026-02-13 22:04:39,2026-02-24 22:04:39,ADM000134,Sertifikat telah diterbitkan secara digital.
PDF000334,TERBIT,DOK009834,SERT/UMKMT/2026/00000334,2024-10-13 06:04:30,2024-10-19 06:04:30,ADM000134,Sertifikat telah diterbitkan secara digital.
PDF000335,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000336,TERBIT,DOK009836,SERT/UMKMT/2026/00000336,2024-03-11 05:20:32,2024-03-24 05:20:32,ADM000143,Sertifikat telah diterbitkan secara digital.
PDF000337,TERBIT,DOK009837,SERT/UMKMT/2026/00000337,2024-04-18 20:25:05,2024-05-02 20:25:05,ADM000124,Sertifikat telah diterbitkan secara digital.
PDF000338,DITOLAK,,,2025-08-31 04:06:10,,ADM000106,Data peserta perlu diperbaiki.
PDF000339,TERBIT,DOK009839,SERT/UMKMT/2026/00000339,2024-02-23 00:55:05,2024-02-24 00:55:05,ADM000067,Sertifikat telah diterbitkan secara digital.
PDF000340,DIAJUKAN,,,2026-01-09 04:48:18,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000341,DIAJUKAN,,,2024-09-23 04:24:51,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000342,TERBIT,DOK009842,SERT/UMKMT/2026/00000342,2025-08-07 23:54:03,2025-08-19 23:54:03,ADM000111,Sertifikat telah diterbitkan secara digital.
PDF000343,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000344,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000345,TERBIT,DOK009845,SERT/UMKMT/2026/00000345,2024-11-25 14:16:52,2024-12-05 14:16:52,ADM000097,Sertifikat telah diterbitkan secara digital.
PDF000346,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000347,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000348,DIAJUKAN,,,2025-06-03 07:25:28,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000349,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000350,TERBIT,DOK009850,SERT/UMKMT/2026/00000350,2025-06-03 11:54:29,2025-06-14 11:54:29,ADM000134,Sertifikat telah diterbitkan secara digital.
PDF000351,DIAJUKAN,,,2024-08-08 11:15:50,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000352,TERBIT,DOK009852,SERT/UMKMT/2026/00000352,2024-03-05 23:36:22,2024-03-19 23:36:22,ADM000190,Sertifikat telah diterbitkan secara digital.
PDF000353,DIAJUKAN,,,2025-10-09 15:49:38,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000354,TERBIT,DOK009854,SERT/UMKMT/2026/00000354,2026-02-05 23:42:30,2026-02-16 23:42:30,ADM000140,Sertifikat telah diterbitkan secara digital.
PDF000355,DIAJUKAN,,,2024-10-27 00:28:58,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000356,TERBIT,DOK009856,SERT/UMKMT/2026/00000356,2025-09-10 18:04:33,2025-09-21 18:04:33,ADM000102,Sertifikat telah diterbitkan secara digital.
PDF000357,TERBIT,DOK009857,SERT/UMKMT/2026/00000357,2025-11-07 04:28:24,2025-11-16 04:28:24,ADM000003,Sertifikat telah diterbitkan secara digital.
PDF000358,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000359,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000360,TERBIT,DOK009860,SERT/UMKMT/2026/00000360,2025-09-18 14:58:35,2025-09-28 14:58:35,ADM000046,Sertifikat telah diterbitkan secara digital.
PDF000361,TERBIT,DOK009861,SERT/UMKMT/2026/00000361,2025-11-14 00:55:57,2025-11-26 00:55:57,ADM000185,Sertifikat telah diterbitkan secara digital.
PDF000362,TERBIT,DOK009862,SERT/UMKMT/2026/00000362,2025-04-25 01:29:48,2025-04-26 01:29:48,ADM000187,Sertifikat telah diterbitkan secara digital.
PDF000363,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000364,TERBIT,DOK009864,SERT/UMKMT/2026/00000364,2025-12-28 08:07:24,2026-01-07 08:07:24,ADM000080,Sertifikat telah diterbitkan secara digital.
PDF000365,DITOLAK,,,2025-01-01 15:09:10,,ADM000050,Progress pelatihan belum mencapai syarat minimal.
PDF000366,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000367,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000368,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000369,TERBIT,DOK009869,SERT/UMKMT/2026/00000369,2025-02-23 11:49:12,2025-03-06 11:49:12,ADM000098,Sertifikat telah diterbitkan secara digital.
PDF000370,TERBIT,DOK009870,SERT/UMKMT/2026/00000370,2024-06-21 07:21:17,2024-07-02 07:21:17,ADM000069,Sertifikat telah diterbitkan secara digital.
PDF000371,DIAJUKAN,,,2025-03-04 15:57:28,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000372,TERBIT,DOK009872,SERT/UMKMT/2026/00000372,2025-05-06 16:23:50,2025-05-16 16:23:50,ADM000126,Sertifikat telah diterbitkan secara digital.
PDF000373,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF000374,DIBATALKAN,,,2025-07-25 15:48:56,,ADM000062,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF000375,TERBIT,DOK009875,SERT/UMKMT/2026/00000375,2025-07-14 14:57:54,2025-07-23 14:57:54,ADM000023,Sertifikat telah diterbitkan secara digital.
PDF000376,TERBIT,DOK009876,SERT/UMKMT/2026/00000376,2025-12-26 14:59:36,2026-01-06 14:59:36,ADM000050,Sertifikat telah diterbitkan secara digital.
PDF000377,DIAJUKAN,,,2024-08-30 08:59:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF000378,TERBIT,DOK009878,SERT/UMKMT/2026/00000378,2025-04-29 01:42:44,2025-05-08 01:42:44,ADM000204,Sertifikat telah diterbitkan secara digital.
PDF000379,TERBIT,DOK009879,SERT/UMKMT/2026/00000379,2024-05-03 15:42:43,2024-05-15 15:42:43,ADM000203,Sertifikat telah diterbitkan secara digital.
PDF000380,TERBIT,DOK009880,SERT/UMKMT/2026/00000380,2026-05-13 05:33:42,2026-05-26 05:33:42,ADM000209,Sertifikat telah diterbitkan secara digital.
PDF000381,TERBIT,DOK009881,SERT/UMKMT/2026/00000381,2025-07-03 08:21:31,2025-07-16 08:21:31,ADM000189,Sertifikat telah diterbitkan secara digital.
PDF000382,TERBIT,DOK009882,SERT/UMKMT/2026/00000382,2024-08-16 07:09:23,2024-08-23 07:09:23,ADM000209,Sertifikat telah diterbitkan secara digital.
